id_schedule,user_id,name,created_at,deleted
6106870a8aadd383ec57d4b4,610685ef8aadd383ec57d4b3,,2021-08-01T11:35:38.584Z,False
610689488aadd383ec57d4b6,610687478aadd383ec57d4b5,,2021-08-01T11:45:12.698Z,False
61068d568aadd383ec57d4b8,610246db737501fdf91e85a1,,2021-08-01T12:02:30.936Z,True
61068f058aadd383ec57d4b9,61068c4b8aadd383ec57d4b7,,2021-08-01T12:09:41.199Z,False
610699df8aadd383ec57d4c5,610699528aadd383ec57d4c3,,2021-08-01T12:55:59.045Z,False
61069d0d8aadd383ec57d4c7,610699fd8aadd383ec57d4c6,,2021-08-01T13:09:33.585Z,False
6106a4068aadd383ec57d4ca,6106a2f38aadd383ec57d4c9,,2021-08-01T13:39:18.058Z,True
6106c2228aadd383ec57d4d1,60fe4fe6752be98a2e59f79e,Plan A,2021-08-01T15:47:46.293Z,False
6106c3cc8aadd383ec57d4d2,610696708aadd383ec57d4bf,Plan A,2021-08-01T15:54:52.836Z,False
6106c7388aadd383ec57d4d3,610696708aadd383ec57d4bf,Plan B,2021-08-01T16:09:28.857Z,False
6106d6488aadd383ec57d4d4,60f9a459752be98a2e59f71b,,2021-08-01T17:13:44.055Z,False
6106d9b38aadd383ec57d4d5,61014895737501fdf91e8569,,2021-08-01T17:28:19.472Z,True
610709888aadd383ec57d4d8,6102722a737501fdf91e85f4,,2021-08-01T20:52:24.762Z,True
61071ac48aadd383ec57d4d9,60f7da75752be98a2e59f6bb,Keikaku,2021-08-01T22:05:56.314Z,False
6107385c8aadd383ec57d4dd,610735a88aadd383ec57d4dc,,2021-08-02T00:12:12.803Z,False
61073ad68aadd383ec57d4de,60f50b1d8cd53dc0e3b371da,SEM 5 Plan A,2021-08-02T00:22:46.883Z,False
61073b468aadd383ec57d4df,60f50b1d8cd53dc0e3b371da,SEM 5 Plan B,2021-08-02T00:24:38.477Z,False
6107405b8aadd383ec57d4e1,61073d9f8aadd383ec57d4e0,,2021-08-02T00:46:19.452Z,False
610741a68aadd383ec57d4e2,610735a88aadd383ec57d4dc,,2021-08-02T00:51:50.32Z,False
61074d778aadd383ec57d4e8,610690c48aadd383ec57d4ba,Semester 5 Wening,2021-08-02T01:42:15.229Z,False
61074e8a8aadd383ec57d4e9,60fffbb7752be98a2e59f7f0,,2021-08-02T01:46:50.286Z,False
6107518b8aadd383ec57d4eb,610750b28aadd383ec57d4ea,Semester Ganjil 2021,2021-08-02T01:59:39.138Z,True
610753b18aadd383ec57d4ed,60fe0999752be98a2e59f78e,-Kalku2,2021-08-02T02:08:49.749Z,False
610759438aadd383ec57d4ee,60f66965752be98a2e59f673,Semester 7,2021-08-02T02:32:35.701Z,False
6107693f8aadd383ec57d4f3,610768cd8aadd383ec57d4f2,Jadwal Semester 7,2021-08-02T03:40:47.246Z,False
61076c878aadd383ec57d4f6,60f9ef53752be98a2e59f71d,Semester 7,2021-08-02T03:54:47.766Z,False
61076d538aadd383ec57d4f8,61076c348aadd383ec57d4f5,Sem 3,2021-08-02T03:58:11.633Z,False
61076d798aadd383ec57d4f9,60f78954752be98a2e59f693,,2021-08-02T03:58:49.362Z,False
610773c88aadd383ec57d4fb,610772808aadd383ec57d4fa,,2021-08-02T04:25:44.34Z,False
610777c68aadd383ec57d4fd,60f508678cd53dc0e3b371d9,,2021-08-02T04:42:46.718Z,False
6107799f8aadd383ec57d4fe,61076b598aadd383ec57d4f4,smt 5,2021-08-02T04:50:39.322Z,False
61077ae08aadd383ec57d500,60fa3d51752be98a2e59f724,,2021-08-02T04:56:00.842Z,False
61077b738aadd383ec57d503,610779e78aadd383ec57d4ff,,2021-08-02T04:58:27.476Z,False
61077cca8aadd383ec57d505,61077c518aadd383ec57d504,Semester 5 No Alin,2021-08-02T05:04:10.991Z,True
61077cd28aadd383ec57d506,61077b648aadd383ec57d502,,2021-08-02T05:04:18.077Z,False
61078bd08aadd383ec57d508,61078a768aadd383ec57d507,,2021-08-02T06:08:16.637Z,False
61078ca78aadd383ec57d509,610663ff8aadd383ec57d489,,2021-08-02T06:11:51.011Z,False
61078d388aadd383ec57d50a,610663ff8aadd383ec57d489,Rahmat&#x27;s Class,2021-08-02T06:14:16.096Z,False
610790b58aadd383ec57d50b,60f8f1d7752be98a2e59f6fd,plan 1,2021-08-02T06:29:09.647Z,True
610795e88aadd383ec57d50d,6107949b8aadd383ec57d50c,Jadwal Semester 5,2021-08-02T06:51:20.451Z,False
610797488aadd383ec57d50f,610796a78aadd383ec57d50e,,2021-08-02T06:57:12.947Z,False
61079c2d8aadd383ec57d510,60f4ffb48cd53dc0e3b371d0,,2021-08-02T07:18:05.264Z,True
6107a02f8aadd383ec57d512,60f505258cd53dc0e3b371d5,Plan C,2021-08-02T07:35:11.453Z,False
6107a0fd8aadd383ec57d513,60f4ffb48cd53dc0e3b371d0,,2021-08-02T07:38:37.678Z,True
6107a3068aadd383ec57d515,6103de27737501fdf91e862a,,2021-08-02T07:47:18.367Z,False
6107a6d68aadd383ec57d516,61079fac8aadd383ec57d511,,2021-08-02T08:03:34.766Z,False
6107aaef8aadd383ec57d51b,6107a98a8aadd383ec57d51a,,2021-08-02T08:21:03.691Z,True
6107ab648aadd383ec57d51c,6107a9588aadd383ec57d518,1 (tanpa nyodok),2021-08-02T08:23:00.018Z,False
6107ae278aadd383ec57d51e,6107ada38aadd383ec57d51d,Dream Plan,2021-08-02T08:34:47.31Z,False
6107aee78aadd383ec57d524,6107ae868aadd383ec57d520,,2021-08-02T08:37:59.448Z,False
6107af448aadd383ec57d526,6107aeca8aadd383ec57d523,Semester 7,2021-08-02T08:39:32.997Z,False
6107afcf8aadd383ec57d52b,6107af538aadd383ec57d527,SMESTER 7,2021-08-02T08:41:51.797Z,False
6107b0378aadd383ec57d52d,6107af538aadd383ec57d527,,2021-08-02T08:43:35.808Z,True
6107b0e48aadd383ec57d531,6107af948aadd383ec57d528,Rencana 1,2021-08-02T08:46:28.35Z,False
6107b18a8aadd383ec57d535,60fa1c39752be98a2e59f71e,mastersched sem 3,2021-08-02T08:49:14.63Z,False
6107b22d8aadd383ec57d53b,6107b1a08aadd383ec57d537,5_Plan 1,2021-08-02T08:51:57.53Z,False
6107b2588aadd383ec57d53f,60f71384752be98a2e59f68c,,2021-08-02T08:52:40.241Z,True
6107b2bb8aadd383ec57d541,6107b24d8aadd383ec57d53d,S7,2021-08-02T08:54:19.971Z,False
6107b3bb8aadd383ec57d54d,6107b3548aadd383ec57d548,,2021-08-02T08:58:35.852Z,False
6107b3cd8aadd383ec57d54e,6107b1a08aadd383ec57d537,5_Plan 2,2021-08-02T08:58:53.145Z,False
6107b3f38aadd383ec57d552,6107b3ae8aadd383ec57d54c,,2021-08-02T08:59:31.518Z,False
6107b40e8aadd383ec57d553,6107b2bb8aadd383ec57d540,Bismillah SMT 7,2021-08-02T08:59:58.199Z,False
6107b4438aadd383ec57d556,60f93ae4752be98a2e59f715,jarkomdat ganti msi,2021-08-02T09:00:51.773Z,False
6107b4888aadd383ec57d557,6107b3ce8aadd383ec57d54f,MENANGGG,2021-08-02T09:02:00.328Z,True
6107b71b8aadd383ec57d564,6107b3ce8aadd383ec57d54f,,2021-08-02T09:12:59.962Z,True
6107b7238aadd383ec57d565,6107b5838aadd383ec57d55a,Sem3 - Basdat,2021-08-02T09:13:07.366Z,False
6107b76d8aadd383ec57d568,60fa3fe8752be98a2e59f725,Bismillah SIAK WAR,2021-08-02T09:14:21.536Z,True
6107b7af8aadd383ec57d56b,6107b5bf8aadd383ec57d55c,plan 1,2021-08-02T09:15:27.76Z,True
6107b7e48aadd383ec57d56d,6107b6358aadd383ec57d55e,,2021-08-02T09:16:20.719Z,False
6107b8048aadd383ec57d56f,6107b7268aadd383ec57d566,Prioritas,2021-08-02T09:16:52.364Z,False
6107b8d48aadd383ec57d573,6107b7268aadd383ec57d566,Alternatif,2021-08-02T09:20:20.096Z,False
6107b90c8aadd383ec57d574,60fe6d58752be98a2e59f7c6,Plan 1,2021-08-02T09:21:16.433Z,True
6107ba778aadd383ec57d57d,6107b9f78aadd383ec57d578,,2021-08-02T09:27:19.053Z,True
6107baab8aadd383ec57d582,6107b6a88aadd383ec57d561,Scenario 1,2021-08-02T09:28:11.037Z,True
6107bad18aadd383ec57d583,6107ba918aadd383ec57d580,Plan A,2021-08-02T09:28:49.589Z,False
6107bb008aadd383ec57d584,6107ba9b8aadd383ec57d581,,2021-08-02T09:29:36.89Z,False
6107bb1a8aadd383ec57d586,6107b3678aadd383ec57d549,TERM 5,2021-08-02T09:30:02.594Z,True
6107bbd08aadd383ec57d58b,6107bb488aadd383ec57d587,Semester 5,2021-08-02T09:33:04.887Z,False
6107bc5e8aadd383ec57d58e,60fb12f3752be98a2e59f766,,2021-08-02T09:35:26.854Z,False
6107bd9c8aadd383ec57d594,60f67abe752be98a2e59f675,,2021-08-02T09:40:44.017Z,False
6107bdb98aadd383ec57d595,6107bd1a8aadd383ec57d592,Sem 5,2021-08-02T09:41:13.083Z,False
6107bdcd8aadd383ec57d596,60f6d437752be98a2e59f681,Semester 7,2021-08-02T09:41:33.166Z,False
6107bed28aadd383ec57d59a,60f7ec69752be98a2e59f6cc,Plan Ekotek,2021-08-02T09:45:54.633Z,True
6107bee68aadd383ec57d59b,6107be198aadd383ec57d597,,2021-08-02T09:46:14.984Z,False
6107bf338aadd383ec57d59e,60f80f17752be98a2e59f6d8,Plan 1,2021-08-02T09:47:31.797Z,False
6107bf4d8aadd383ec57d59f,60f7e7d2752be98a2e59f6c8,DAA,2021-08-02T09:47:57.956Z,False
6107bf7b8aadd383ec57d5a0,60f67b06752be98a2e59f676,Initial commit.,2021-08-02T09:48:43.297Z,False
6107bf908aadd383ec57d5a1,60f7e7d2752be98a2e59f6c8,Gabole Nyodok,2021-08-02T09:49:04.542Z,True
6107bfa68aadd383ec57d5a2,6107bea08aadd383ec57d598,1,2021-08-02T09:49:26.126Z,False
6107bfe18aadd383ec57d5a3,60f8d853752be98a2e59f6f6,,2021-08-02T09:50:25.69Z,False
6107c1188aadd383ec57d5a6,6107c03f8aadd383ec57d5a5,5th sem,2021-08-02T09:55:36.957Z,False
6107c1708aadd383ec57d5a9,6107ba9b8aadd383ec57d581,,2021-08-02T09:57:04.656Z,False
6107c1b58aadd383ec57d5aa,60f812f2752be98a2e59f6e0,,2021-08-02T09:58:13.932Z,False
6107c2468aadd383ec57d5ae,6107c1fc8aadd383ec57d5ac,,2021-08-02T10:00:38.815Z,False
6107c3168aadd383ec57d5b4,6107c1b88aadd383ec57d5ab,minus ilkom,2021-08-02T10:04:06.449Z,False
6107c4358aadd383ec57d5b8,6107b3038aadd383ec57d544,Rencana 1,2021-08-02T10:08:53.93Z,True
6107c4618aadd383ec57d5b9,6107c3548aadd383ec57d5b5,18,2021-08-02T10:09:37.892Z,True
6107c46b8aadd383ec57d5ba,6107b3038aadd383ec57d544,Rencana 2,2021-08-02T10:09:47.558Z,True
6107c5548aadd383ec57d5c0,6100693f752be98a2e59f7f7,Plan A - James,2021-08-02T10:13:40.188Z,False
6107c5e08aadd383ec57d5c3,6107c5758aadd383ec57d5c2,,2021-08-02T10:16:00.834Z,False
6107c75b8aadd383ec57d5cb,6107c6208aadd383ec57d5c5,,2021-08-02T10:22:19.289Z,False
6107c78b8aadd383ec57d5cd,6107c7128aadd383ec57d5c9,,2021-08-02T10:23:07.7Z,False
6107c8128aadd383ec57d5cf,6107b6fc8aadd383ec57d562,,2021-08-02T10:25:22.919Z,False
6107c8568aadd383ec57d5d0,60f5236c752be98a2e59f654,Plan A,2021-08-02T10:26:30.448Z,False
6107c9048aadd383ec57d5d9,6107c8be8aadd383ec57d5d5,,2021-08-02T10:29:24.508Z,True
6107caff8aadd383ec57d5db,6107c8f48aadd383ec57d5d7,sementara,2021-08-02T10:37:51.616Z,False
6107cc128aadd383ec57d5df,6107cb5c8aadd383ec57d5dc,,2021-08-02T10:42:26.262Z,False
6107cc138aadd383ec57d5e0,6107c86b8aadd383ec57d5d1,,2021-08-02T10:42:27.7Z,True
6107cd198aadd383ec57d5e3,6107cca88aadd383ec57d5e2,,2021-08-02T10:46:49.139Z,False
6107cd668aadd383ec57d5e5,6107cc9e8aadd383ec57d5e1,,2021-08-02T10:48:06.182Z,True
6107ce1a8aadd383ec57d5eb,6102d094737501fdf91e8602,1st Plan,2021-08-02T10:51:06.232Z,False
6107ce358aadd383ec57d5ec,61025673737501fdf91e85e1,Term 5 - PLAN A,2021-08-02T10:51:33.773Z,True
6107cee78aadd383ec57d5ed,60f6afb8752be98a2e59f67c,,2021-08-02T10:54:31.225Z,True
6107cf1c8aadd383ec57d5ef,6103cc39737501fdf91e8626, ,2021-08-02T10:55:24.667Z,False
6107cf858aadd383ec57d5f1,6107cdb18aadd383ec57d5e6,22 SKS FH SMT 5,2021-08-02T10:57:09.287Z,False
6107d00e8aadd383ec57d5f4,6107cee78aadd383ec57d5ee,,2021-08-02T10:59:26.71Z,False
6107d0828aadd383ec57d5f7,6107d0428aadd383ec57d5f6,Jadwal Semester 7,2021-08-02T11:01:22.012Z,False
6107d1678aadd383ec57d5fd,60fa6694752be98a2e59f72b,Semester 7,2021-08-02T11:05:11.415Z,False
6107d2008aadd383ec57d605,60feb70d752be98a2e59f7cd,Plan A,2021-08-02T11:07:44.047Z,False
6107d20c8aadd383ec57d606,6107c8fc8aadd383ec57d5d8,Rencana 1,2021-08-02T11:07:56.252Z,False
6107d2338aadd383ec57d607,6107d1898aadd383ec57d5ff,SEMESTER 7,2021-08-02T11:08:35.507Z,True
6107d3618aadd383ec57d611,6107d3298aadd383ec57d60f,Semester 3 - A,2021-08-02T11:13:37.896Z,False
6107d39f8aadd383ec57d614,60fb9433752be98a2e59f76c,,2021-08-02T11:14:39.263Z,True
6107d3dc8aadd383ec57d616,6107d3298aadd383ec57d60f,Semester 3 - B,2021-08-02T11:15:40.274Z,False
6107d48b8aadd383ec57d61b,6107d3588aadd383ec57d610,Zalfaa - Semester 5,2021-08-02T11:18:35.028Z,False
6107d4a08aadd383ec57d61c,6107d2ec8aadd383ec57d60d,Untitled,2021-08-02T11:18:56.916Z,False
6107d4d08aadd383ec57d61e,6107d1218aadd383ec57d5fb,Radit,2021-08-02T11:19:44.053Z,False
6107d55e8aadd383ec57d61f,6107d41f8aadd383ec57d61a,Plan A smt 5,2021-08-02T11:22:06.896Z,False
6107d6898aadd383ec57d627,6107d5a88aadd383ec57d621,Plan 1,2021-08-02T11:27:05.122Z,True
6107d6918aadd383ec57d628,60f76471752be98a2e59f691,,2021-08-02T11:27:13.645Z,True
6107d6f78aadd383ec57d62c,6107d5c08aadd383ec57d622,,2021-08-02T11:28:55.617Z,False
6107d70f8aadd383ec57d62d,6107cdfd8aadd383ec57d5e8,,2021-08-02T11:29:19.257Z,False
6107d7f28aadd383ec57d633,6107d6968aadd383ec57d629,,2021-08-02T11:33:06.8Z,True
6107d83d8aadd383ec57d635,6107cf3c8aadd383ec57d5f0,Semester 5.1,2021-08-02T11:34:21.548Z,False
6107daa68aadd383ec57d63c,6107d9e48aadd383ec57d639,,2021-08-02T11:44:38.177Z,False
6107dbf08aadd383ec57d63f,6107da0c8aadd383ec57d63a,,2021-08-02T11:50:08.97Z,False
6107dc0b8aadd383ec57d640,60fc0d01752be98a2e59f781,Term 3: Basic,2021-08-02T11:50:35.842Z,True
6107dc628aadd383ec57d644,6107db238aadd383ec57d63e,OP 1 (Basdat&amp;MPPI E),2021-08-02T11:52:02.645Z,False
6107dc798aadd383ec57d645,60fc0d01752be98a2e59f781,Term 3: + Basdat,2021-08-02T11:52:25.679Z,True
6107dd3c8aadd383ec57d649,61028b5d737501fdf91e85f8,Semester 3,2021-08-02T11:55:40.401Z,False
6107dd948aadd383ec57d64d,6107c2528aadd383ec57d5af,,2021-08-02T11:57:08.854Z,False
6107dd988aadd383ec57d64e,6107dc358aadd383ec57d642,Jadwalku,2021-08-02T11:57:12.16Z,False
6107dd9b8aadd383ec57d64f,610533178aadd383ec57d3d1,,2021-08-02T11:57:15.923Z,True
6107dda18aadd383ec57d650,6107dd548aadd383ec57d64b,,2021-08-02T11:57:21.694Z,True
6107ddb28aadd383ec57d651,6107dc1f8aadd383ec57d641,Plan B,2021-08-02T11:57:38.123Z,False
6107de048aadd383ec57d652,60fd3792752be98a2e59f78b,,2021-08-02T11:59:00.718Z,False
6107de8d8aadd383ec57d654,6107dcb68aadd383ec57d647,,2021-08-02T12:01:17.615Z,False
6107df048aadd383ec57d656,6107d3298aadd383ec57d60f,Semester 3 - E,2021-08-02T12:03:16.617Z,True
6107df098aadd383ec57d657,610533178aadd383ec57d3d1,Kelas A,2021-08-02T12:03:21.43Z,False
6107df498aadd383ec57d65b,6107d3298aadd383ec57d60f,Semester 3 - C,2021-08-02T12:04:25.649Z,False
6107df518aadd383ec57d65c,610533178aadd383ec57d3d1,Kelas B,2021-08-02T12:04:33.926Z,False
6107df7d8aadd383ec57d65d,6107ded28aadd383ec57d655,,2021-08-02T12:05:17.662Z,True
6107df838aadd383ec57d65f,6107d3298aadd383ec57d60f,Semester 3 - D,2021-08-02T12:05:23.799Z,False
6107dfa78aadd383ec57d662,610533178aadd383ec57d3d1,Kelas C,2021-08-02T12:05:59.564Z,False
6107dfe18aadd383ec57d664,6107d3298aadd383ec57d60f,Semester 3 - E,2021-08-02T12:06:57.767Z,False
6107e0298aadd383ec57d666,6107d3298aadd383ec57d60f,Semester 3 - F,2021-08-02T12:08:09.764Z,False
6107e04b8aadd383ec57d668,6107d3298aadd383ec57d60f,Semester 3 - G,2021-08-02T12:08:43.817Z,False
6107e0758aadd383ec57d669,6107d3298aadd383ec57d60f,Semester 3 - H,2021-08-02T12:09:25.797Z,False
6107e0b18aadd383ec57d66b,6107d3298aadd383ec57d60f,Semester 3 - I,2021-08-02T12:10:25.214Z,False
6107e0f48aadd383ec57d66e,6107e0b68aadd383ec57d66c,Term 7 (?),2021-08-02T12:11:32.482Z,False
6107e1028aadd383ec57d66f,6107df808aadd383ec57d65e,Rencana 1,2021-08-02T12:11:46.633Z,False
6107e19d8aadd383ec57d673,60f67abe752be98a2e59f675,,2021-08-02T12:14:21.64Z,False
6107e1af8aadd383ec57d675,6107e0a68aadd383ec57d66a,,2021-08-02T12:14:39.995Z,False
6107e1ff8aadd383ec57d677,6107e0048aadd383ec57d665,Plan 1 + pibipi,2021-08-02T12:15:59.845Z,True
6107e2098aadd383ec57d678,6107e1af8aadd383ec57d674,Wanted,2021-08-02T12:16:09.897Z,False
6107e2be8aadd383ec57d67c,6107e27f8aadd383ec57d67a,,2021-08-02T12:19:10Z,True
6107e2da8aadd383ec57d67e,6107e27f8aadd383ec57d67a,,2021-08-02T12:19:38.969Z,True
6107e3fd8aadd383ec57d683,6102177d737501fdf91e8594,,2021-08-02T12:24:29.549Z,False
6107e42e8aadd383ec57d685,6107e2cc8aadd383ec57d67d,Plan A,2021-08-02T12:25:18.191Z,False
6107e4518aadd383ec57d687,6102177d737501fdf91e8594,Sem 3,2021-08-02T12:25:53.243Z,False
6107e4848aadd383ec57d688,6107e36b8aadd383ec57d67f,,2021-08-02T12:26:44.325Z,True
6107e4a08aadd383ec57d689,60f6b7b5752be98a2e59f67e,,2021-08-02T12:27:12.939Z,False
6107e4b38aadd383ec57d68b,6107e15c8aadd383ec57d672,,2021-08-02T12:27:31.65Z,False
6107e4cb8aadd383ec57d68d,6107dc608aadd383ec57d643,Semester 5,2021-08-02T12:27:55.851Z,False
6107e5a38aadd383ec57d68e,6107e4368aadd383ec57d686,Tes,2021-08-02T12:31:31.738Z,False
6107e6588aadd383ec57d690,6107d3298aadd383ec57d60f,Semester 3 - J,2021-08-02T12:34:32.531Z,False
6107e65c8aadd383ec57d691,6107e2cc8aadd383ec57d67d,Plan B,2021-08-02T12:34:36.811Z,False
6107e6978aadd383ec57d692,6107d3298aadd383ec57d60f,Semester 3 - K,2021-08-02T12:35:35.685Z,False
6107e6bb8aadd383ec57d694,6107d3298aadd383ec57d60f,Semester 3 - L,2021-08-02T12:36:11.849Z,False
6107e6e68aadd383ec57d696,60fc3cf4752be98a2e59f78a,Tes (copied),2021-08-02T12:36:54.907Z,False
6107e6f08aadd383ec57d697,60fec0f5752be98a2e59f7ce,,2021-08-02T12:37:04.864Z,False
6107e71c8aadd383ec57d698,60f6f9e7752be98a2e59f68b,Plan A Ricky,2021-08-02T12:37:48.39Z,False
6107e8088aadd383ec57d69c,6107e0e28aadd383ec57d66d,belum fix,2021-08-02T12:41:44.455Z,True
6107e8ac8aadd383ec57d69f,6107ded28aadd383ec57d655,,2021-08-02T12:44:28.645Z,False
6107e8b18aadd383ec57d6a0,6107e7ef8aadd383ec57d69b,,2021-08-02T12:44:33.273Z,False
6107e9228aadd383ec57d6a2,6107e8f58aadd383ec57d6a1,,2021-08-02T12:46:26.411Z,False
6107e99e8aadd383ec57d6a4,6107e6e48aadd383ec57d695,Kalo ngga nyodok,2021-08-02T12:48:30.973Z,False
6107ea228aadd383ec57d6a5,61056e5c8aadd383ec57d3e5,Anum + DAA,2021-08-02T12:50:42.249Z,True
6107ead08aadd383ec57d6a8,6107e9558aadd383ec57d6a3,,2021-08-02T12:53:36.3Z,True
6107eb1a8aadd383ec57d6ab,6107c8b18aadd383ec57d5d4,,2021-08-02T12:54:50.266Z,False
6107eb3b8aadd383ec57d6ad,61065f728aadd383ec57d44a,,2021-08-02T12:55:23.227Z,True
6107ebb88aadd383ec57d6af,6107eb398aadd383ec57d6ac,,2021-08-02T12:57:28.904Z,False
6107ed1a8aadd383ec57d6b5,6102bb0c737501fdf91e85fe,jadwal dimz,2021-08-02T13:03:22.154Z,False
6107ed8c8aadd383ec57d6b9,6107ec2b8aadd383ec57d6b0,Random,2021-08-02T13:05:16.335Z,True
6107ee4f8aadd383ec57d6bb,6107ed178aadd383ec57d6b4,,2021-08-02T13:08:31.48Z,True
